Date,Open,High,Low,Adj Close,Volume,ma7,ma21,26ema,12ema,MACD,20sd,upper_band,lower_band,ema,momentum,Fourier,ARIMA,Close,labels
6/2/2010,124.019997,126.43,121.650002,126.309998,4764700,,,,,,,,,,,,,126.309998,
6/3/2010,126.25,129.149994,124.849998,128.759995,5276900,,,,,,,,,,,,,128.759995,
6/4/2010,126.330002,128.199997,122.18,122.769997,5497700,,,,,,,,,,,,,122.769997,
6/7/2010,125.839996,126.610001,121.669998,122.010002,6566400,,,,,,,,,,,,,122.010002,
6/8/2010,122,122,115.800003,118.839996,11484400,,,,,,,,,,,,,118.839996,
6/9/2010,120.309998,121.470001,117.360001,117.910004,7369200,,,,,,,,,,,,,117.910004,
6/10/2010,120,123.5,119.199997,123.209999,6061800,,,,,,,,,,,,,123.209999,
6/11/2010,121.389999,123.529999,120.290001,123.029999,4204600,,,,,,,,,,,,,123.029999,
6/14/2010,124.239998,125.699997,123.5,123.830002,3923000,,,,,,,,,,,,,123.830002,
6/15/2010,123.199997,126.919998,122.5,126.839996,4541000,,,,,,,,,,,,,126.839996,
6/16/2010,125.389999,127.980003,125.360001,126.900002,3964300,,,,,,,,,,,,,126.900002,
6/17/2010,126.739998,127.800003,124.690002,125.889999,3479000,,,,,,,,,,,,,125.889999,
6/18/2010,126.480003,127.480003,125.07,125.830002,3836000,,,,,,,,,,,,,125.830002,
6/21/2010,126.790001,127.480003,121.410004,122.550003,5327700,,,,,,,,,,,,,122.550003,
6/22/2010,122.650002,125.230003,121.550003,122.309998,6207200,,,,,,,,,,,,,122.309998,
6/23/2010,122.110001,123.220001,120.040001,121.449997,5455100,,,,,,,,,,,,,121.449997,
6/24/2010,120.610001,120.849998,116.800003,118.330002,7771100,,,,,,,,,,,,,118.330002,
6/25/2010,118.139999,121.760002,117.629997,121,5769700,,,,,,,,,,,,,121,
6/28/2010,118.849998,120.040001,117.099998,117.800003,5612200,,,,,,,,,,,,,117.800003,
6/29/2010,116.260002,116.480003,106.010002,108.610001,12866300,,,,,,,,,,,,,108.610001,
6/30/2010,108.580002,112.68,108.110001,109.260002,9740700,,,,,,,,,,,,,109.260002,
7/1/2010,108.900002,111.690002,106.699997,110.959999,8529800,,,,,,,,,,,,,110.959999,
7/2/2010,110.919998,111.290001,108.559998,109.139999,4477100,,,,,,,,,,,,,109.139999,
7/6/2010,110.650002,112.529999,109,110.059998,5219300,,,,,,,,,,,,,110.059998,
7/7/2010,109.839996,113.629997,109.809998,113.43,4941000,,,,,,,,,,,,,113.43,
7/8/2010,115.019997,117.480003,114.07,116.220001,6775000,,,,,,,,,,,,,116.220001,
7/9/2010,116.550003,117.400002,114.650002,117.260002,4065100,,,,,,,,,,,,,117.260002,
7/12/2010,117.809998,119.699997,117.32,119.510002,4783600,,,,,,,,,,,,,119.510002,
7/13/2010,120.690002,124.879997,120.300003,123.650002,7091100,,,,,,,,,,,,,123.650002,
7/14/2010,123.029999,123.75,121.470001,123.300003,5257000,,,,,,,,,,,,,123.300003,
7/15/2010,120.129997,122.480003,119.260002,122.059998,6047700,,,,,,,,,,,,,122.059998,
7/16/2010,121.279999,121.919998,118.010002,118.489998,6227900,,,,,,,,,,,,,118.489998,
7/19/2010,118.379997,120.739998,117,119.940002,5030900,,,,,,,,,,,,,119.940002,
7/20/2010,120.610001,120.709999,117.510002,120.099998,6785000,,,,,,,,,,,,,120.099998,
7/21/2010,120.620003,121.25,117.260002,117.43,5011700,,,,,,,,,,,,,117.43,
7/22/2010,118.709999,120.870003,118.019997,120.07,15003400,,,,,,,,,,,,,120.07,
7/23/2010,105.93,119.279999,105.800003,118.870003,42421100,,,,,,,,,,,,,118.870003,
7/26/2010,118.260002,118.599998,114.879997,118.400002,11137800,,,,,,,,,,,,,118.400002,
7/27/2010,118.43,118.5,115.07,117.129997,7796100,,,,,,,,,,,,,117.129997,
7/28/2010,117,118.199997,116.400002,117.129997,5472300,,,,,,,,,,,,,117.129997,
7/29/2010,117.989998,118.870003,115.519997,116.860001,6175800,,,,,,,,,,,,,116.860001,
7/30/2010,115.529999,118.739998,114.510002,117.889999,7077500,,,,,,,,,,,,,117.889999,
8/2/2010,119.150002,120.379997,117.57,120.07,5443700,,,,,,,,,,,,,120.07,
8/3/2010,120,122.870003,119.68,122.419998,5953800,,,,,,,,,,,,,122.419998,
8/4/2010,123.059998,128.470001,123,127.580002,9270800,,,,,,,,,,,,,127.580002,
8/5/2010,126.769997,128,125.82,127.830002,4282300,,,,,,,,,,,,,127.830002,
8/6/2010,126.720001,128.399994,125.900002,128.320007,5065200,,,,,,,,,,,,,128.320007,
8/9/2010,128.460007,129.929993,127.849998,128.830002,5085800,,,,,,,,,,,,,128.830002,
8/10/2010,127.949997,130,127.379997,130,5706900,,,,,,,,,,,,,130,
8/11/2010,128.100006,128.119995,125.199997,125.889999,5541700,,,,,,,,,,,,,125.889999,
8/12/2010,123.760002,127,123.550003,126.559998,4367900,,,,,,,,,,,,,126.559998,
8/13/2010,126.059998,127.480003,124.260002,124.690002,3976600,,,,,,,,,,,,,124.690002,
8/16/2010,123.610001,127.370003,123.040001,126.07,4024700,,,,,,,,,,,,,126.07,
8/17/2010,127.339996,129.979996,126.790001,128.860001,5044700,,,,,,,,,,,,,128.860001,
8/18/2010,129.25,130.809998,128.259995,129.649994,7901500,,,,,,,,,,,,,129.649994,
8/19/2010,129.220001,130.020004,126.82,127.57,5582500,,,,,,,,,,,,,127.57,
8/20/2010,127.199997,128.039993,126.019997,127.760002,4170100,,,,,,,,,,,,,127.760002,
8/23/2010,127.860001,129.220001,126.5,126.599998,3861300,,,,,,,,,,,,,126.599998,
8/24/2010,125.410004,125.440002,123.18,124.529999,5369700,,,,,,,,,,,,,124.529999,
8/25/2010,123.849998,127.370003,123.830002,126.849998,5344500,,,,,,,,,,,,,126.849998,
8/26/2010,127.150002,127.589996,124.82,124.860001,4694500,,,,,,,,,,,,,124.860001,
8/27/2010,125.459999,126.639999,122.25,126.639999,5080000,,,,,,,,,,,,,126.639999,
8/30/2010,126.029999,126.949997,123.690002,123.790001,3426000,,,,,,,,,,,,,123.790001,
8/31/2010,122.849998,125.900002,122.5,124.830002,4225600,,,,,,,,,,,,,124.830002,
9/1/2010,126.360001,132.600006,126.169998,132.490005,7138300,,,,,,,,,,,,,132.490005,
9/2/2010,132.169998,135.210007,132.050003,135.210007,5407400,,,,,,,,,,,,,135.210007,
9/3/2010,136.889999,139.5,136.630005,138.789993,6581200,,,,,,,,,,,,,138.789993,
9/7/2010,137.559998,138.600006,136.889999,137.220001,3883000,,,,,,,,,,,,,137.220001,
9/8/2010,137.929993,139.699997,136.449997,139.139999,5828500,,,,,,,,,,,,,139.139999,
9/9/2010,140.389999,141.369995,139.259995,140.380005,4958000,,,,,,,,,,,,,140.380005,
9/10/2010,140.75,142.600006,140.039993,142.440002,5043600,,,,,,,,,,,,,142.440002,
9/13/2010,144.070007,145.740005,143.759995,145.070007,5077400,,,,,,,,,,,,,145.070007,
9/14/2010,144.5,146.699997,143.830002,145.75,4319400,,,,,,,,,,,,,145.75,
9/15/2010,144.880005,145.619995,143.559998,145.449997,4903600,,,,,,,,,,,,,145.449997,
9/16/2010,145.399994,148.229996,145.160004,148.130005,5827000,,,,,,,,,,,,,148.130005,
9/17/2010,148.899994,148.979996,146.5,148.320007,7259600,,,,,,,,,,,,,148.320007,
9/20/2010,148.699997,151.949997,147.350006,151.300003,6449400,,,,,,,,,,,,,151.300003,
9/21/2010,150.759995,153.309998,149.600006,150.729996,7542000,,,,,,,,,,,,,150.729996,
9/22/2010,149.839996,152.699997,149.100006,151.830002,6612400,,,,,,,,,,,,,151.830002,
9/23/2010,151.199997,155.919998,150.970001,152.850006,7065600,,,,,,,,,,,,,152.850006,
9/24/2010,155.429993,160.889999,155.419998,160.729996,10590600,,,,,,,,,,,,,160.729996,
9/27/2010,160.220001,161.199997,157.880005,159.369995,6446300,,,,,,,,,,,,,159.369995,
9/28/2010,159.839996,160.880005,154.889999,159.699997,8494200,,,,,,,,,,,,,159.699997,
9/29/2010,159.029999,161.779999,157.75,158.990005,7287500,,,,,,,,,,,,,158.990005,
9/30/2010,160.009995,160.929993,155.600006,157.059998,7606000,,,,,,,,,,,,,157.059998,
10/1/2010,157.080002,157.440002,152.199997,153.710007,8683400,,,,,,,,,,,,,153.710007,
10/4/2010,153.949997,155.960007,152.789993,155.389999,5346500,,,,,,,,,,,,,155.389999,
10/5/2010,157.080002,161.210007,157.009995,160.869995,5620000,,,,,,,,,,,,,160.869995,
10/6/2010,160.600006,160.679993,154.600006,155.399994,6060800,,,,,,,,,,,,,155.399994,
10/7/2010,156.509995,157.399994,153.389999,156.270004,4622000,,,,,,,,,,,,,156.270004,
10/8/2010,155.179993,156.279999,152.779999,155.550003,6918400,,,,,,,,,,,,,155.550003,
10/11/2010,154.889999,156.630005,152.339996,153.029999,4486400,,,,,,,,,,,,,153.029999,
10/12/2010,152.509995,156.949997,151.399994,156.479996,5280800,,,,,,,,,,,,,156.479996,
10/13/2010,156.690002,156.789993,153.850006,155.169998,5632800,,,,,,,,,,,,,155.169998,
10/14/2010,155.160004,156.949997,154.229996,155.529999,4024100,,,,,,,,,,,,,155.529999,
10/15/2010,158.419998,164.880005,156.75,164.639999,10135500,,,,,,,,,,,,,164.639999,
10/18/2010,165,165.190002,161.820007,163.559998,6331300,,,,,,,,,,,,,163.559998,
10/19/2010,160.679993,162.800003,157,158.669998,7525000,,,,,,,,,,,,,158.669998,
10/20/2010,158.779999,159.869995,156.570007,158.669998,5790400,,,,,,,,,,,,,158.669998,
10/21/2010,162.669998,166.130005,161.289993,164.970001,13482500,,,,,,,,,,,,,164.970001,
10/22/2010,162.449997,170.169998,162.270004,169.130005,16318400,,,,,,,,,,,,,169.130005,
10/25/2010,171.570007,171.990005,168.320007,169,6530900,,,,,,,,,,,,,169,
10/26/2010,167.570007,171,167.5,169.949997,4689600,,,,,,,,,,,,,169.949997,
10/27/2010,168.910004,169.75,166.539993,167.509995,5721800,,,,,,,,,,,,,167.509995,
10/28/2010,168.309998,168.490005,165.050003,166.839996,4684400,,,,,,,,,,,,,166.839996,
10/29/2010,165.800003,168.5,164.809998,165.229996,4998500,,,,,,,,,,,,,165.229996,
11/1/2010,164.449997,164.580002,161.520004,162.580002,5239900,,,,,,,,,,,,,162.580002,
11/2/2010,163.75,165.940002,163.360001,164.610001,4260000,,,,,,,,,,,,,164.610001,
11/3/2010,165.399994,168.610001,162.289993,168.470001,6112100,,,,,,,,,,,,,168.470001,
11/4/2010,169.860001,172.529999,168.399994,168.929993,7395900,,,,,,,,,,,,,168.929993,
11/5/2010,169.350006,171.649994,168.589996,170.770004,5212200,,,,,,,,,,,,,170.770004,
11/8/2010,170.839996,173.199997,168.779999,171.990005,5706000,,,,,,,,,,,,,171.990005,
11/9/2010,172.669998,173.139999,169.059998,170.270004,3978600,,,,,,,,,,,,,170.270004,
11/10/2010,170.589996,173.369995,169.410004,173.330002,5440300,,,,,,,,,,,,,173.330002,
11/11/2010,171,172.050003,169.419998,170.369995,5691700,,,,,,,,,,,,,170.369995,
11/12/2010,170.119995,171.259995,165.050003,165.679993,7160600,,,,,,,,,,,,,165.679993,
11/15/2010,165.160004,165.350006,158.559998,158.899994,9648600,,,,,,,,,,,,,158.899994,
11/16/2010,158.740005,160.910004,156.770004,157.779999,6571400,,,,,,,,,,,,,157.779999,
11/17/2010,157.839996,160.850006,157.550003,158.350006,4524900,,,,,,,,,,,,,158.350006,
11/18/2010,160.740005,165,160.740005,164.169998,6225300,,,,,,,,,,,,,164.169998,
11/19/2010,163.949997,164.990005,162.839996,164.820007,4464800,,,,,,,,,,,,,164.820007,
11/22/2010,165.100006,170.600006,165,170.389999,6142500,,,,,,,,,,,,,170.389999,
11/23/2010,168.610001,168.809998,164.619995,168.199997,6465300,,,,,,,,,,,,,168.199997,
11/24/2010,171.529999,177.889999,171.529999,177.25,10042500,,,,,,,,,,,,,177.25,
11/26/2010,177.360001,178.380005,176.160004,177.199997,4271600,,,,,,,,,,,,,177.199997,
11/29/2010,179.990005,181.839996,177.570007,179.490005,9695000,,,,,,,,,,,,,179.490005,
11/30/2010,176.949997,177.699997,174.899994,175.399994,6762200,,,,,,,,,,,,,175.399994,
12/1/2010,179.160004,179.320007,176,176.550003,5770100,,,,,,,,,,,,,176.550003,
12/2/2010,176.860001,177.449997,173.919998,176.529999,5537600,,,,,,,,,,,,,176.529999,
12/3/2010,175.5,176.399994,174.050003,175.679993,4907500,,,,,,,,,,,,,175.679993,
12/6/2010,175.520004,178.429993,174.600006,178.050003,5654200,,,,,,,,,,,,,178.050003,
12/7/2010,180.5,181.470001,176.570007,176.770004,5077100,,,,,,,,,,,,,176.770004,
12/8/2010,177.490005,178.160004,175.199997,176.289993,3726900,,,,,,,,,,,,,176.289993,
12/9/2010,177.770004,178.110001,173.800003,174.850006,4555500,,,,,,,,,,,,,174.850006,
12/10/2010,174.880005,175.949997,173.360001,175.619995,3565500,,,,,,,,,,,,,175.619995,
12/13/2010,176.330002,177.940002,173.729996,174.25,4202500,,,,,,,,,,,,,174.25,
12/14/2010,174.279999,175.759995,173.089996,173.940002,3685300,,,,,,,,,,,,,173.940002,
12/15/2010,173.720001,179,173.589996,175.570007,5810500,,,,,,,,,,,,,175.570007,
12/16/2010,175.580002,178.300003,175.039993,178.039993,4121500,,,,,,,,,,,,,178.039993,
12/17/2010,178.410004,178.75,177.020004,177.580002,4507300,,,,,,,,,,,,,177.580002,
12/20/2010,179.270004,183.979996,178.039993,183.289993,8735300,,,,,,,,,,,,,183.289993,
12/21/2010,183.880005,185.649994,182.600006,184.75,5111000,,,,,,,,,,,,,184.75,
12/22/2010,185,185.449997,184.110001,184.759995,2578100,,,,,,,,,,,,,184.759995,
12/23/2010,184.339996,184.979996,181.889999,182.589996,3358200,,,,,,,,,,,,,182.589996,
12/27/2010,181.899994,183.139999,180.449997,182.139999,2249400,,,,,,,,,,,,,182.139999,
12/28/2010,182.100006,182.770004,181.050003,181.089996,1975000,,,,,,,,,,,,,181.089996,
12/29/2010,181.800003,184.350006,180.410004,183.369995,3120100,,,,,,,,,,,,,183.369995,
12/30/2010,183.919998,184.550003,182.75,182.75,1961200,,,,,,,,,,,,,182.75,
12/31/2010,181.960007,182.300003,179.509995,180,3451900,,,,,,,,,,,,,180,
1/3/2011,181.369995,186,181.210007,184.220001,5331400,,,,,,,,,,,,,184.220001,
1/4/2011,186.149994,187.699997,183.779999,185.009995,5031800,,,,,,,,,,,,,185.009995,
1/5/2011,184.100006,187.449997,184.070007,187.419998,3418800,,,,,,,,,,,,,187.419998,
1/6/2011,186.5,187.410004,185.25,185.860001,3179700,,,,,,,,,,,,,185.860001,
1/7/2011,187.880005,188.449997,183.740005,185.490005,5221700,,,,,,,,,,,,,185.490005,
1/10/2011,185.039993,185.289993,182.509995,184.679993,3375900,,,,,,,,,,,,,184.679993,
1/11/2011,185.419998,186,183.210007,184.339996,2814200,,,,,,,,,,,,,184.339996,
1/12/2011,185.360001,185.380005,183.300003,184.080002,2679100,,,,,,,,,,,,,184.080002,
1/13/2011,183.600006,186.449997,183.509995,185.529999,3367000,,,,,,,,,,,,,185.529999,
1/14/2011,185.5,188.940002,184.919998,188.75,3662800,,,,,,,,,,,,,188.75,
1/18/2011,188.660004,191.600006,188.25,191.25,3896200,,,,,,,,,,,,,191.25,
1/19/2011,190.899994,191,186.210007,186.869995,3882400,,,,,,,,,,,,,186.869995,
1/20/2011,185.289993,186.850006,181,181.960007,5709900,,,,,,,,,,,,,181.960007,
1/21/2011,183,183.25,176.839996,177.419998,6806200,,,,,,,,,,,,,177.419998,
1/24/2011,177.949997,178.490005,174.149994,176.850006,5600300,,,,,,,,,,,,,176.850006,
1/25/2011,175.5,176.75,174.279999,176.699997,4651000,,,,,,,,,,,,,176.699997,
1/26/2011,177.509995,177.889999,174.630005,175.389999,3762200,,,,,,,,,,,,,175.389999,
1/27/2011,177.479996,185,177.309998,184.449997,14594400,,,,,,,,,,,,,184.449997,
1/28/2011,171.449997,173.710007,166.899994,171.139999,19908200,,,,,,,,,,,,,171.139999,
1/31/2011,170.160004,171.440002,167.410004,169.639999,6718100,,,,,,,,,,,,,169.639999,
2/1/2011,170.520004,173.100006,169.509995,172.110001,5085900,,,,,,,,,,,,,172.110001,
2/2/2011,171.419998,175.199997,170.869995,173.529999,4547500,,,,,,,,,,,,,173.529999,
2/3/2011,173.5,174.669998,171.949997,173.710007,3678900,,,,,,,,,,,,,173.710007,
2/4/2011,174,177.190002,173.75,175.929993,4347800,,,,,,,,,,,,,175.929993,
2/7/2011,176.149994,177.550003,174.770004,176.429993,5254700,,,,,,,,,,,,,176.429993,
2/8/2011,176.660004,183.110001,176.589996,183.059998,7794900,,,,,,,,,,,,,183.059998,
2/9/2011,183.149994,186.470001,182.259995,185.300003,8312700,,,,,,,,,,,,,185.300003,
2/10/2011,184.389999,187.240005,183.600006,186.210007,5331400,,,,,,,,,,,,,186.210007,
2/11/2011,185.559998,189.5,185.369995,189.25,4487900,,,,,,,,,,,,,189.25,
2/14/2011,189.25,191.399994,188.350006,190.419998,4061300,,,,,,,,,,,,,190.419998,
2/15/2011,188.729996,190.490005,188.25,189.029999,3890900,,,,,,,,,,,,,189.029999,
2/16/2011,189.770004,190,186.350006,186.619995,4628200,,,,,,,,,,,,,186.619995,
2/17/2011,185.770004,189.089996,185.309998,187.759995,3425500,,,,,,,,,,,,,187.759995,
2/18/2011,187.539993,188.5,185.130005,186.5,4178600,,,,,,,,,,,,,186.5,
2/22/2011,183.679993,184.720001,179.320007,180.419998,5637100,,,,,,,,,,,,,180.419998,
2/23/2011,180.25,181.149994,174.389999,176.679993,5482000,,,,,,,,,,,,,176.679993,
